,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,Barcelos,41.5388,-8.6151,59.14,96,100,8.19,PT,1624169163
290,Thompson,55.7435,-97.8558,46.56,87,90,6.91,CA,1624169163
291,Anito,12.4497,125.2886,88.65,62,99,4.43,PH,1624169163
292,Santarém,-2.4431,-54.7083,77.13,100,40,4.61,BR,1624169163
293,Montague,42.5356,-72.5351,71.35,81,91,1.39,US,1624169164
294,Pegnitz,49.7564,11.545,75.34,92,88,3.71,DE,1624169164
295,Hay River,60.8156,-115.7999,44.01,62,35,4.76,CA,1624169164
296,Airai,-8.9266,125.4092,66.02,73,80,3.91,TL,1624169164
297,Seoul,37.5683,126.9778,87.19,40,40,16.33,KR,1624169015
298,Katsuura,35.1333,140.3,82.24,74,82,7.9,JP,1624168874
299,Cayenne,4.9333,-52.3333,80.1,86,40,0.0,GF,1624169165
300,College Place,46.0493,-118.3883,74.91,58,1,1.99,US,1624169045
301,Rawson,-43.3002,-65.1023,41.16,57,44,7.11,AR,1624169165
302,Bulgan,48.8125,103.5347,75.96,37,20,6.64,MN,1624169166
303,Stromness,58.965,-3.296,52.05,81,98,16.58,GB,1624169166
304,Tezu,27.9167,96.1667,82.56,87,100,3.91,IN,1624169166
305,Neiafu,-18.65,-173.9833,77.68,83,20,3.44,TO,1624169166
306,Srednekolymsk,67.45,153.6833,65.57,31,51,16.02,RU,1624169167
307,Paamiut,61.994,-49.6678,40.19,97,100,7.94,GL,1624169167
308,Chapleau,47.8405,-83.4034,49.77,91,60,0.94,CA,1624169167
309,Nsanje,-16.92,35.262,64.72,91,88,3.76,MW,1624169167
310,Semibratovo,57.3046,39.5369,76.86,66,4,5.97,RU,1624169168
311,Kyaukse,21.6,96.1333,93.2,49,75,11.5,MM,1624169168
312,Geraldton,-28.7667,114.6,61.21,88,90,12.66,AU,1624169168
313,Laguna,38.421,-121.4238,88.3,50,1,3.0,US,1624169169
314,Inta,66.0317,60.1659,45.55,65,100,20.6,RU,1624169169
315,Ende,-8.8432,121.6623,82.0,76,35,4.68,ID,1624169169
316,Pontianak,-0.0333,109.3333,87.78,66,40,8.05,ID,1624169169
317,Río Gallegos,-51.6226,-69.2181,32.49,84,5,4.43,AR,1624169170
318,Xai-Xai,-25.0519,33.6442,66.65,83,43,3.0,MZ,1624168926
319,Lucea,18.451,-78.1736,79.86,80,45,7.05,JM,1624169170
320,Meulaboh,4.1363,96.1285,79.9,83,96,1.9,ID,1624169170
321,Saint George,37.1041,-113.5841,95.59,19,1,4.61,US,1624169171
322,Queenstown,-31.8976,26.8753,49.15,64,4,6.08,ZA,1624169171
323,Mâncio Lima,-7.6142,-72.8958,69.12,97,17,1.05,BR,1624169171
324,Tacuatí,-23.45,-56.5833,48.36,99,44,1.57,PY,1624169172
325,Departamento de Maldonado,-34.6667,-54.9167,49.23,91,100,5.57,UY,1624169172
326,Cururupu,-1.8283,-44.8683,72.91,97,75,2.62,BR,1624169172
327,Quatre Cocos,-20.2078,57.7625,75.09,61,72,18.39,MU,1624169172
328,Pisco,-13.7,-76.2167,64.45,82,90,1.14,PE,1624169172
329,Riverton,40.5219,-111.9391,82.89,31,1,1.99,US,1624169173
330,Belaya Gora,68.5333,146.4167,72.14,32,58,16.8,RU,1624169173
331,Schwyz,47.0279,8.6561,73.67,81,89,1.36,CH,1624169173
332,Billings Metropolitan Area,45.7833,-108.5007,65.97,39,75,13.8,US,1624169173
333,Buala,-8.145,159.5921,82.22,73,23,3.42,SB,1624169173
334,Knysna,-34.0363,23.0471,64.53,41,54,7.65,ZA,1624169174
335,Guerrero Negro,27.9769,-114.0611,62.87,89,6,16.71,MX,1624169174
336,Lumeje,-11.55,20.7833,55.56,53,11,7.09,AO,1624169174
337,Katherine,-14.4667,132.2667,80.92,18,76,9.22,AU,1624169174
338,Camacha,33.0833,-16.3333,63.82,88,75,12.66,PT,1624169175
339,Troitsko-Pechorsk,62.7084,56.1964,53.65,41,12,14.54,RU,1624169175
340,Rudnogorsk,57.2639,103.7519,71.69,60,66,1.95,RU,1624169175
341,Novi Ligure,44.7608,8.7896,73.36,76,87,1.99,IT,1624169176
342,Bystryy Istok,52.371,84.3873,49.03,95,100,10.07,RU,1624169176
343,Oyama,36.3,139.8,88.59,46,61,5.12,JP,1624169176
344,Phrae,18.0833,100.0,96.85,36,72,5.88,TH,1624168984
345,Falam,22.9167,93.6833,67.33,92,97,2.57,MM,1624169177
346,Mackay,-21.15,149.2,69.04,52,19,7.94,AU,1624169177
347,Lagoa,39.05,-27.9833,65.43,80,51,13.56,PT,1624169177
348,Lompoc,34.6391,-120.4579,61.11,91,75,0.0,US,1624169177
349,Jumla,29.2747,82.1838,68.99,80,100,4.03,NP,1624169178
350,Yulara,-25.2406,130.9889,66.04,30,2,4.61,AU,1624169178
351,Samarai,-10.6167,150.6667,79.52,73,100,10.89,PG,1624169178
352,Yanam,16.7333,82.2167,90.0,42,97,10.38,IN,1624169178
353,Alim,9.5649,122.4876,84.11,71,100,9.57,PH,1624169178
354,Donzdorf,48.6854,9.8105,75.67,71,89,4.18,DE,1624169179
355,Gopālpur,19.2667,84.9167,91.17,56,100,8.57,IN,1624169179
356,Santa Maria,-29.6842,-53.8069,51.21,97,83,2.46,BR,1624169179
357,Severo-Kuril'sk,50.6789,156.125,43.66,90,100,5.55,RU,1624169179
358,Tuatapere,-46.1333,167.6833,45.82,88,40,1.03,NZ,1624169180
359,Nizhniy Tsasuchey,50.5167,115.1333,58.69,80,99,7.36,RU,1624169180
360,Mehamn,71.0357,27.8492,47.12,78,100,1.16,NO,1624169180
361,Jaral del Progreso,20.3667,-101.0667,64.09,92,99,3.33,MX,1624169181
362,Okhotsk,59.3833,143.3,52.81,70,87,18.75,RU,1624169181
363,Noyabrsk,63.1994,75.4507,58.46,54,52,17.25,RU,1624169182
364,Kearney,40.6995,-99.0815,69.04,94,75,36.82,US,1624169182
365,Riyadh,24.6877,46.7219,96.85,6,0,11.5,SA,1624169183
366,Jijiga,9.35,42.8,65.66,73,61,23.76,ET,1624169183
367,Pitimbu,-7.4706,-34.8086,72.19,89,44,7.0,BR,1624169183
368,Adrar,20.5022,-10.0711,78.01,15,1,15.03,MR,1624169183
369,Varanasi,25.3333,83.0,84.29,79,75,9.22,IN,1624168935
370,Bonthe,7.5264,-12.505,75.6,93,100,4.7,SL,1624169184
371,Debre Tabor,11.85,38.0167,59.16,65,80,5.06,ET,1624169184
372,Dudinka,69.4058,86.1778,40.71,96,100,6.4,RU,1624169184
373,Nortelândia,-14.4547,-56.8028,64.09,70,26,2.17,BR,1624169185
374,Orlik,52.5178,99.825,74.7,27,26,2.98,RU,1624169185
375,Mogzon,51.7435,111.9606,66.27,49,86,6.22,RU,1624169185
376,Erenhot,43.6475,111.9767,83.23,14,94,16.35,CN,1624169119
377,Cherskiy,68.75,161.3,58.84,51,91,10.56,RU,1624169186
378,Bahār,34.9072,48.4414,85.71,12,0,15.21,IR,1624169186
379,Birao,10.2849,22.7882,77.99,65,100,5.23,CF,1624169186
380,Sorong,-0.8833,131.25,82.58,72,37,6.13,ID,1624169186
381,Viedma,-40.8135,-62.9967,39.54,89,56,8.23,AR,1624169187
382,Kumluca,36.3703,30.2869,78.58,61,0,4.56,TR,1624169187
383,Aguada de Pasajeros,22.385,-80.8508,78.94,90,99,1.45,CU,1624169187
384,Namie,37.4833,141.0,80.71,66,100,6.11,JP,1624168949
385,Yantikovo,55.8216,47.9104,77.72,66,1,9.01,RU,1624169188
386,Challans,46.8436,-1.8749,60.71,79,100,5.23,FR,1624169189
387,Codrington,-38.2667,141.9667,55.6,62,60,3.29,AU,1624169189
388,Lavaca,28.615,-96.6261,84.97,89,1,3.44,US,1624169190
389,Fuerte Olimpo,-21.0415,-57.8738,54.27,81,100,2.73,PY,1624169190
390,Ahipara,-35.1667,173.1667,59.49,89,46,16.46,NZ,1624169190
391,Jalu,29.0331,21.5482,76.32,43,0,7.27,LY,1624169191
392,Byron Bay,-28.65,153.6167,68.05,83,89,17.81,AU,1624168915
393,Les Cayes,18.2,-73.75,79.5,85,100,4.9,HT,1624169191
394,Ishcherskaya,43.7153,45.1264,77.68,52,16,2.19,RU,1624169192
395,Lavrentiya,65.5833,-171.0,49.24,66,84,3.27,RU,1624169192
396,Storforshei,66.4043,14.5233,50.67,75,99,4.54,NO,1624169192
397,Częstochowa,50.7965,19.1241,75.6,65,0,10.71,PL,1624169193
398,Mahanoro,-19.9,48.8,71.04,80,44,6.38,MG,1624169193
399,San Andrés,12.5847,-81.7006,84.22,79,40,13.8,CO,1624169194
400,Marawi,7.9986,124.2928,82.65,74,100,3.6,PH,1624169194
401,Talara,-4.5772,-81.2719,67.73,84,36,14.76,PE,1624169195
402,Il’inskiy,55.619,38.1182,77.34,53,0,2.24,RU,1624169195
403,Kigali,-1.95,30.0588,67.48,72,40,2.3,RW,1624169195
404,Makakilo City,21.3469,-158.0858,77.32,65,1,3.44,US,1624169040
405,Waitati,-45.75,170.5667,49.8,92,99,4.36,NZ,1624169196
406,Tigil',57.8,158.6667,56.32,54,96,13.2,RU,1624169196
407,Xining,36.6167,101.7667,60.42,49,100,1.52,CN,1624169018
408,Taywarah,33.35,64.4167,65.91,16,0,19.62,AF,1624169197
409,Soyo,-6.1349,12.3689,73.9,86,51,4.83,AO,1624169197
410,Morgantown,39.6295,-79.9559,72.59,91,1,5.75,US,1624169197
411,Yar-Sale,66.8333,70.8333,50.31,63,97,11.05,RU,1624169198
412,Port Blair,11.6667,92.75,86.63,67,70,12.59,IN,1624169198
413,La Ronge,55.1001,-105.2842,45.28,93,58,5.93,CA,1624169199
414,Moerai,-22.4333,-151.3333,74.91,85,100,17.87,PF,1624169199
415,Buluang,13.3068,123.3425,85.84,75,100,9.71,PH,1624169199
416,Pasni,25.2631,63.471,84.94,68,28,7.76,PK,1624169200
417,Zhongshan,21.3226,110.5829,93.22,58,85,11.23,CN,1624169200
418,Grindavik,63.8424,-22.4338,41.47,81,20,13.8,IS,1624169200
419,Marrakesh,31.6315,-8.0083,59.07,77,0,3.44,MA,1624169200
420,Izhma,65.0083,53.9113,53.67,42,17,10.42,RU,1624169201
421,Inírida,3.8653,-67.9239,72.64,98,95,1.28,CO,1624169201
422,Barcelona,41.3888,2.159,77.97,74,40,8.01,ES,1624169201
423,Sioux Lookout,50.1001,-91.917,57.27,82,90,5.75,CA,1624169202
424,Olinalá,17.8333,-98.85,64.4,95,96,1.59,MX,1624169202
425,Aldan,58.6031,125.3894,73.99,59,95,4.14,RU,1624169110
426,Te Anau,-45.4167,167.7167,39.06,93,15,4.7,NZ,1624169203
427,Moosomin,50.1333,-101.6677,51.51,94,95,9.57,CA,1624169203
428,Outjo,-20.1167,16.15,53.26,49,1,11.7,NA,1624169203
429,Kabompo,-13.5927,24.2008,55.74,68,0,7.29,ZM,1624169203
430,Rovaniemi,66.5,25.7167,51.21,87,90,5.75,FI,1624169204
431,Sfântu Gheorghe,45.8667,25.7833,62.92,93,90,4.0,RO,1624169204
432,Khovd,48.0056,91.6419,79.41,19,97,2.13,MN,1624169204
433,Ouargaye,11.5033,0.0572,81.88,61,100,10.31,BF,1624169205
434,Huangzhai,38.0751,112.6595,86.41,15,73,7.07,CN,1624169205
435,Selma,36.5708,-119.6121,91.45,39,1,4.61,US,1624169205
436,São José de Ribamar,-2.5619,-44.0542,79.18,84,78,10.02,BR,1624169205
437,Quimper,48.0,-4.1,59.58,88,75,5.75,FR,1624169206
438,Eydhafushi,5.1033,73.0708,82.51,75,21,13.4,MV,1624169206
439,Nabire,-3.3667,135.4833,84.13,68,57,4.76,ID,1624169206
440,Marzuq,14.4,46.4667,88.27,19,91,0.74,YE,1624169206
441,Kiruna,67.8557,20.2251,50.92,58,90,5.75,SE,1624169098
442,Nichlaul,27.3167,83.7333,81.66,81,100,13.42,IN,1624168931
443,Acajutla,13.5928,-89.8275,78.8,86,100,6.06,SV,1624169207
444,Maceió,-9.6658,-35.7353,72.84,94,90,4.61,BR,1624169207
445,Oranjemund,-28.55,16.4333,66.16,37,35,5.7,NA,1624169207
446,Tiszabura,47.45,20.4667,73.38,71,0,6.26,HU,1624169208
447,Mawlamyine,16.4914,97.6256,85.55,67,71,10.11,MM,1624169208
448,Linkuva,56.0856,23.9725,77.67,78,38,11.27,LT,1624169208
449,Shakawe,-18.3667,21.85,56.17,61,38,7.58,BW,1624169209
450,Armidale,-30.5167,151.65,47.8,67,91,7.76,AU,1624169209
451,Hofn,64.2539,-15.2082,45.03,77,100,4.61,IS,1624169209
452,Cabo San Lucas,22.8909,-109.9124,88.81,81,3,14.12,MX,1624169209
453,Walvis Bay,-22.9575,14.5053,66.65,44,1,8.63,NA,1624169210
454,Boyuibe,-20.4167,-63.2833,47.52,74,100,2.8,BO,1624169210
455,Batavia,41.85,-88.3126,69.6,84,1,1.01,US,1624169013
456,Marsabit,2.3284,37.9899,62.53,66,100,15.41,KE,1624169210
457,Carlos Chagas,-17.7031,-40.7664,65.91,88,100,0.98,BR,1624169210
458,Coyhaique,-45.5752,-72.0662,35.55,93,20,4.61,CL,1624169211
459,São Filipe,14.8961,-24.4956,71.55,82,10,5.75,CV,1624169211
460,Creemore,44.327,-80.1075,59.29,69,0,4.79,CA,1624169211
461,Villa Rica,33.7321,-84.9191,73.0,96,100,10.89,US,1624169211
462,Nieves,15.3274,120.9485,94.51,52,95,7.47,PH,1624169212
463,Kendari,-3.945,122.4989,75.11,94,100,3.27,ID,1624169212
464,Ust'-Kut,56.7938,105.7672,66.56,81,92,2.62,RU,1624169213
465,Palmas,-10.2128,-48.3603,73.27,78,0,4.61,BR,1624169213
466,Khani,41.9563,42.9566,67.57,48,93,4.68,GE,1624169213
467,Ondangwa,-17.9167,15.95,53.31,50,0,10.63,NA,1624169214
468,Mananum,8.8333,124.95,73.54,74,100,2.66,PH,1624169214
469,Shenjiamen,29.9576,122.298,68.2,89,100,6.67,CN,1624169214
470,Haining,30.5363,120.6864,73.42,92,100,5.46,CN,1624169215
471,Bahía Honda,22.9036,-83.1592,79.25,88,99,5.86,CU,1624169215
472,Mīzan Teferī,6.9833,35.5833,61.65,98,100,1.28,ET,1624169215
473,Khandyga,62.6667,135.6,88.97,21,73,5.53,RU,1624169215
474,Westport,41.1415,-73.3579,68.99,94,20,1.01,US,1624169216
475,San Ramon,37.7799,-121.978,71.4,67,1,6.91,US,1624169163
476,Sechura,-5.5569,-80.8222,67.21,82,53,12.33,PE,1624169217
477,Vanimo,-2.6741,141.3028,83.3,72,76,6.71,PG,1624169217
478,Erdenet,49.0333,104.0833,73.56,38,23,7.47,MN,1624169217
479,Acarí,-15.4311,-74.6158,64.99,76,83,3.13,PE,1624169217
480,Dunedin,-45.8742,170.5036,49.8,92,99,5.01,NZ,1624169153
481,São José da Coroa Grande,-8.8978,-35.1478,73.74,90,54,3.0,BR,1624169218
482,Yaan,7.3833,8.5667,73.54,96,99,4.38,NG,1624169218
483,Tongliao,43.6125,122.2653,75.07,37,44,10.18,CN,1624169162
484,Awjilah,29.1081,21.2869,75.78,43,0,8.39,LY,1624169219
485,Yangjiang,21.85,111.9667,93.94,60,100,10.85,CN,1624169219
486,Buin,-33.7333,-70.75,51.73,75,100,1.39,CL,1624169219
487,Āsandh,29.5167,76.6,92.52,45,68,4.97,IN,1624169220
488,College,64.8569,-147.8028,60.75,89,75,4.61,US,1624169220
489,Nishihara,26.1842,127.7558,87.46,87,90,14.97,JP,1624169220
490,Jiexiu,37.0244,111.9125,90.36,15,77,5.99,CN,1624169087
491,Laas,46.6166,10.7002,68.02,72,46,1.97,IT,1624169221
492,Guánica,17.9716,-66.908,79.92,84,90,7.18,PR,1624169221
493,Bam,29.106,58.357,89.4,10,0,25.19,IR,1624169221
494,Northam,51.0333,-4.2167,58.01,96,93,8.81,GB,1624169222
495,Divnomorskoye,44.5011,38.1353,72.75,81,25,10.67,RU,1624169222
496,Toda Raisingh,26.0252,75.4849,90.7,43,69,11.65,IN,1624169222
497,Sambhal,28.5833,78.55,83.41,68,97,8.25,IN,1624169032
498,Lloydminster,53.2835,-110.0016,50.63,84,28,6.35,CA,1624169222
499,Tabou,4.423,-7.3528,76.12,90,97,8.9,CI,1624169223
500,Morant Bay,17.8815,-76.4093,77.67,90,76,10.67,JM,1624169223
501,Županja,45.0775,18.6975,79.68,69,31,3.0,HR,1624169223
502,Valdepeñas,38.7621,-3.3848,61.97,72,50,7.7,ES,1624169223
503,Altus,34.6381,-99.334,80.67,64,1,1.01,US,1624169224
504,Urengoy,65.9667,78.3667,57.13,40,31,10.98,RU,1624169224
505,Rincon,32.296,-81.2354,80.51,89,75,12.66,US,1624169224
506,Kutum,14.2,24.6667,80.11,39,33,9.89,SD,1624169224
507,Oktyabr'skiy,54.4815,53.471,77.86,61,1,11.01,RU,1624169225
508,Sørland,67.667,12.6934,46.8,78,74,14.45,NO,1624169225
509,‘Ewa Beach,21.3156,-158.0072,78.75,65,1,8.01,US,1624169225
510,Beruwala,6.4788,79.9828,85.05,67,62,12.82,LK,1624169226
511,Orotukan,62.2667,151.7,66.76,40,100,4.85,RU,1624169226
512,Vostok,46.4856,135.8833,66.52,32,97,13.98,RU,1624169226
513,Poum,-20.2333,164.0167,73.56,69,54,15.01,NC,1624169226
514,Leningradskiy,69.3833,178.4167,46.72,75,59,5.39,RU,1624169227
515,Midland,31.9974,-102.0779,83.07,41,1,9.22,US,1624169227
516,Lugoba,-6.45,38.3333,74.32,64,25,7.45,TZ,1624169227
517,Kumul,42.8,93.45,91.96,13,45,9.91,CN,1624169227
518,Jämsä,61.8642,25.19,77.14,54,34,10.31,FI,1624169227
519,Broken Hill,-31.95,141.4333,55.98,47,0,9.69,AU,1624168932
520,Tura,25.5198,90.2201,78.21,84,99,6.51,IN,1624169228
521,Plettenberg Bay,-34.0527,23.3716,65.07,43,47,7.76,ZA,1624169228
522,São Sebastião,-23.76,-45.4097,66.63,92,93,1.16,BR,1624169229
523,Tutayev,57.8853,39.5406,76.48,58,7,5.86,RU,1624169229
524,Gwadar,25.1216,62.3254,85.59,67,5,6.35,PK,1624169229
525,Finnsnes,69.2296,17.9811,52.41,65,100,2.08,NO,1624169230
526,Berdigestyakh,62.0989,126.6992,88.92,29,37,1.9,RU,1624169230
527,Port Hedland,-20.3167,118.5667,78.85,41,2,12.66,AU,1624169230
528,Hamilton,39.1834,-84.5333,75.31,89,75,6.91,US,1624169230
529,Zhanakorgan,43.9098,67.2495,77.25,13,5,25.03,KZ,1624169230
530,Acapulco de Juárez,16.8634,-99.8901,77.72,83,100,3.51,MX,1624169231
531,Chake Chake,-5.2459,39.7666,79.34,66,28,13.98,TZ,1624169231
532,Bowen,-20.0167,148.2333,67.55,52,30,9.35,AU,1624169231
533,Atasū,48.6814,71.6433,66.06,32,93,17.07,KZ,1624169231
534,Nuuk,64.1835,-51.7216,41.61,93,75,17.27,GL,1624169232
535,Yuanping,38.7153,112.7575,87.13,16,90,2.51,CN,1624169232
536,San Quintín,30.4833,-115.95,63.23,89,23,10.11,MX,1624169232
537,Santa Isabel Rio Negro,-0.4139,-65.0192,72.07,99,83,2.77,BR,1624169232
538,Pemangkat,1.1667,108.9667,84.25,69,76,8.25,ID,1624169233
539,Shihezi,44.3,86.0333,88.27,23,6,11.83,CN,1624169233
540,Corner Brook,48.9667,-57.9484,57.22,79,93,4.68,CA,1624169233
541,Wagga Wagga,-35.1167,147.3667,56.61,60,0,2.33,AU,1624169234
542,Mīnāb,27.1467,57.0801,105.3,6,0,17.31,IR,1624169234
543,Beloha,-25.1667,45.05,67.55,70,99,17.07,MG,1624169234
544,Dongli,23.5656,116.8194,94.51,55,100,9.57,CN,1624169235
545,Toppenish,46.3774,-120.3087,73.81,47,0,7.16,US,1624169151
546,Tucupita,9.0622,-62.051,72.97,99,20,3.15,VE,1624169235
547,Necochea,-38.5473,-58.7368,42.04,79,69,8.43,AR,1624169235
548,Sanmenxia,34.7747,111.1814,95.92,19,75,4.07,CN,1624169016
549,Mezen',65.8522,44.24,60.51,44,77,7.16,RU,1624169237
550,Port Lincoln,-34.7333,135.8667,58.1,47,1,4.5,AU,1624169130
551,Papagaios,-19.4492,-44.7478,55.54,89,14,4.43,BR,1624169237
552,Fairbanks,64.8378,-147.7164,60.76,89,90,3.44,US,1624169237
553,Birjand,32.8663,59.2211,81.32,14,0,29.26,IR,1624169238
554,Kulhudhuffushi,6.6221,73.07,82.53,74,73,14.74,MV,1624169153
555,Moose Factory,51.2585,-80.6094,44.65,60,16,4.0,CA,1624169238
556,Zeya,53.75,127.2667,79.34,42,72,6.69,RU,1624169238
557,Jiwani,25.05,61.7417,84.45,73,10,8.52,PK,1624169239
558,Amahai,-3.3333,128.9167,80.01,80,97,4.36,ID,1624169239
559,Maniitsoq,65.4167,-52.9,38.62,98,100,11.48,GL,1624169239
560,Buchanan,5.8808,-10.0467,76.96,85,100,4.16,LR,1624169239
561,Bambanglipuro,-7.95,110.2833,83.7,69,99,7.43,ID,1624169240
562,Guarapari,-20.6667,-40.4975,64.29,87,45,8.61,BR,1624169240
563,Chara,56.9064,118.2631,71.47,42,44,1.83,RU,1624169240
564,Augusto Corrêa,-1.0217,-46.635,71.98,97,79,2.04,BR,1624169240
565,Sri Aman,1.2376,111.4621,84.38,66,97,3.44,MY,1624169241
566,Plymouth,41.8334,-70.8328,69.93,93,90,3.44,US,1624169241
567,Gushikawa,26.3544,127.8686,87.39,83,90,11.5,JP,1624169050
568,High Level,58.5169,-117.136,44.55,67,52,4.54,CA,1624169241
569,Marau,-28.4492,-52.2,50.85,99,100,3.15,BR,1624169242
570,Doha,25.2867,51.5333,100.71,34,0,18.41,QA,1624169242
571,Amuntai,-2.4177,115.2494,83.48,79,51,1.52,ID,1624169242
572,Bucerías,20.75,-105.3333,76.98,90,100,2.53,MX,1624168996
573,Kalmunai,7.4167,81.8167,91.02,52,92,7.31,LK,1624169243
574,Taquara,-29.6506,-50.7806,58.78,89,100,1.39,BR,1624169243
575,Kaeo,-35.1,173.7833,58.32,93,33,15.59,NZ,1624169243
576,Evensk,61.95,159.2333,53.17,63,78,2.64,RU,1624169243
577,Yebaishou,41.3975,119.6408,81.25,26,59,15.48,CN,1624169244
578,Flinders,-34.5833,150.8552,58.17,83,83,7.0,AU,1624169244
